===== XTB STOCK ANALYSIS DATABASE =====
Generated on: 2025-03-02 22:59:25
FORMAT: TICKER | PRICE | SIGMA | RECOMMENDATION
SRTY.US | $2050.00 | 0.62191 | BUY - Good Sigma with positive technical indicators
FB.US_9 | $66792.00 | 0.42129 | HOLD - Moderate Sigma with mixed signals
IBN.US_4 | $2780.00 | 0.25493 | SELL - Low Sigma suggests limited profit potential
FGEQ.DE | $86520.00 | 0.33286 | SELL - Low Sigma suggests limited profit potential
ANE.ES_9 | $18050.00 | 0.48781 | HOLD - Moderate Sigma with mixed signals
DIB.IT_9 | $1420.00 | 0.55480 | HOLD - Moderate Sigma with mixed signals
EQIX.US_9 | $90217.00 | 0.24603 | SELL - Low Sigma suggests limited profit potential
VGAC.US | $22000.00 | 0.35777 | SELL - Low Sigma suggests limited profit potential
DECENTRALAND | $3078.00 | 0.39792 | SELL - Low Sigma suggests limited profit potential
LUN.DK_9 | $40020.00 | 0.27568 | SELL - Low Sigma suggests limited profit potential
IPRP.NL | $30090.00 | 0.59580 | HOLD - Moderate Sigma with mixed signals
BMI.US_9 | $20895.00 | 0.28618 | SELL - Low Sigma suggests limited profit potential
AL.US_4 | $4784.00 | 0.58673 | HOLD - Moderate Sigma with mixed signals
KBX.DE_4 | $8292.00 | 0.63110 | BUY - Good Sigma with positive technical indicators
EFGN.CH_9 | $1396.00 | 0.66194 | BUY - Good Sigma with positive technical indicators
ZPRW.DE | $55650.00 | 0.45069 | HOLD - Moderate Sigma with mixed signals
NN6.DE | $1325.00 | 0.43673 | HOLD - Moderate Sigma with mixed signals
FFIV.US_4 | $29190.00 | 0.58205 | HOLD - Moderate Sigma with mixed signals
DB1.DE_4 | $25060.00 | 0.45517 | HOLD - Moderate Sigma with mixed signals
QLD.US_5 | $10509.00 | 0.25364 | SELL - Low Sigma suggests limited profit potential
AGN.NL_9 | $6068.00 | 0.26196 | SELL - Low Sigma suggests limited profit potential
MVC.ES_9 | $9860.00 | 0.74613 | BUY - Good Sigma with positive technical indicators
SNA2.DE | $41911.00 | 0.41763 | HOLD - Moderate Sigma with mixed signals
NVO.US_9 | $9060.00 | 0.72499 | BUY - Good Sigma with positive technical indicators
CVNA.US_4 | $23277.00 | 0.47116 | HOLD - Moderate Sigma with mixed signals
FI.US_9 | $23562.00 | 0.58859 | HOLD - Moderate Sigma with mixed signals
SBSW.US_4 | $318.00 | 0.40536 | HOLD - Moderate Sigma with mixed signals
TRFE.DE | $325310.00 | 0.41935 | HOLD - Moderate Sigma with mixed signals
H4ZT.DE | $53950.00 | 0.18683 | STRONG SELL - Very low Sigma indicates poor trading conditions
CC.US_4 | $1489.00 | 0.28638 | SELL - Low Sigma suggests limited profit potential
CADMXN | $141706.00 | 0.21017 | SELL - Low Sigma suggests limited profit potential
SLP.US_4 | $2887.00 | 0.47621 | HOLD - Moderate Sigma with mixed signals
EWZ.US_5 | $2406.00 | 0.42784 | HOLD - Moderate Sigma with mixed signals
CADJPY | $104368.00 | 0.22162 | SELL - Low Sigma suggests limited profit potential
WKP.UK_9 | $4320.00 | 0.36296 | SELL - Low Sigma suggests limited profit potential
BB3M.UK | $11259.00 | 0.53715 | HOLD - Moderate Sigma with mixed signals
DAI.DE_4 | $59660.00 | 0.64041 | BUY - Good Sigma with positive technical indicators
RAYS.UK | $13534.00 | 0.27608 | SELL - Low Sigma suggests limited profit potential
HELE.US_4 | $5453.00 | 0.31286 | SELL - Low Sigma suggests limited profit potential
NUMG.US | $4629.00 | 0.20659 | SELL - Low Sigma suggests limited profit potential
HFD.UK_9 | $1246.00 | 0.33087 | SELL - Low Sigma suggests limited profit potential
MAIN.US | $6056.00 | 0.45757 | HOLD - Moderate Sigma with mixed signals
PNN.UK_9 | $4198.00 | 0.30092 | SELL - Low Sigma suggests limited profit potential
RPM.US_9 | $12344.00 | 0.33498 | SELL - Low Sigma suggests limited profit potential
VOR.US | $10500.00 | 0.49068 | HOLD - Moderate Sigma with mixed signals
ALTR.PT_4 | $6035.00 | 0.48152 | HOLD - Moderate Sigma with mixed signals
ATER.US | $201.00 | 0.39095 | SELL - Low Sigma suggests limited profit potential
XDBC.DE | $25855.00 | 0.36900 | SELL - Low Sigma suggests limited profit potential
VGUE.DE | $202500.00 | 0.49046 | HOLD - Moderate Sigma with mixed signals
PPLT.US | $8618.00 | 0.39626 | SELL - Low Sigma suggests limited profit potential
AHYQ.DE | $1019400.00 | 0.22302 | SELL - Low Sigma suggests limited profit potential
AZEK.US | $4685.00 | 0.43238 | HOLD - Moderate Sigma with mixed signals
DDAXKEX.DE | $21510.00 | 0.64347 | BUY - Good Sigma with positive technical indicators
FOXA.US_9 | $5760.00 | 0.67582 | BUY - Good Sigma with positive technical indicators
IUCM.UK | $11284.00 | 0.18745 | STRONG SELL - Very low Sigma indicates poor trading conditions
TELIA1.FI_9 | $31360.00 | 0.67578 | BUY - Good Sigma with positive technical indicators
DPW.DE_4 | $37620.00 | 0.64205 | BUY - Good Sigma with positive technical indicators
SW.FR_9 | $7385.00 | 0.44657 | HOLD - Moderate Sigma with mixed signals
TXRH.US_9 | $18403.00 | 0.44983 | HOLD - Moderate Sigma with mixed signals
IGLA.UK | $45175.00 | 0.43712 | HOLD - Moderate Sigma with mixed signals
VAGF.DE | $234280.00 | 0.40427 | HOLD - Moderate Sigma with mixed signals
ISAG.UK | $43780.00 | 0.24943 | SELL - Low Sigma suggests limited profit potential
BUD.US_9 | $5990.00 | 0.72538 | BUY - Good Sigma with positive technical indicators
TRCH.US | $4850.00 | 0.25991 | SELL - Low Sigma suggests limited profit potential
RDDT.US_9 | $16125.00 | 0.37421 | SELL - Low Sigma suggests limited profit potential
STR1.US | $1998.00 | 0.49258 | HOLD - Moderate Sigma with mixed signals
XME.US_5 | $5798.00 | 0.33733 | SELL - Low Sigma suggests limited profit potential
VRSK.US_9 | $29686.00 | 0.52883 | HOLD - Moderate Sigma with mixed signals
DDD.US_9 | $341.00 | 0.38266 | SELL - Low Sigma suggests limited profit potential
ASSAB.SE_9 | $32860.00 | 0.26617 | SELL - Low Sigma suggests limited profit potential
IOGP.UK | $253500.00 | 0.35705 | SELL - Low Sigma suggests limited profit potential
LIVN.US_9 | $4160.00 | 0.27929 | SELL - Low Sigma suggests limited profit potential
ESGU.US | $12968.00 | 0.25357 | SELL - Low Sigma suggests limited profit potential
XHYG.DE | $160720.00 | 0.20005 | SELL - Low Sigma suggests limited profit potential
MET.US_9 | $8611.00 | 0.43473 | HOLD - Moderate Sigma with mixed signals
WLK.US_4 | $11175.00 | 0.32583 | SELL - Low Sigma suggests limited profit potential
UL.US_4 | $5650.00 | 0.29808 | SELL - Low Sigma suggests limited profit potential
KB.US | $5398.00 | 0.41513 | HOLD - Moderate Sigma with mixed signals
LI.US_4 | $3068.00 | 0.81679 | STRONG BUY - High Sigma indicates significant trading opportunity with multiple confirming signals
CBK.DE_9 | $20520.00 | 0.56071 | HOLD - Moderate Sigma with mixed signals
PRTS.US | $93.00 | 0.35451 | SELL - Low Sigma suggests limited profit potential
USDTRY | $3650562.00 | 0.64893 | BUY - Good Sigma with positive technical indicators
X710.DE | $2505600.00 | 0.52526 | HOLD - Moderate Sigma with mixed signals
BEEM.US | $234.00 | 0.38076 | SELL - Low Sigma suggests limited profit potential
INSM.US_9 | $8155.00 | 0.55229 | HOLD - Moderate Sigma with mixed signals
QSR.US | $6521.00 | 0.44765 | HOLD - Moderate Sigma with mixed signals
FRES.UK_4 | $7388.00 | 0.47181 | HOLD - Moderate Sigma with mixed signals
RYAAY.US_9 | $4853.00 | 0.60845 | BUY - Good Sigma with positive technical indicators
MU.US_9 | $9357.00 | 0.51488 | HOLD - Moderate Sigma with mixed signals
KRN.DE_4 | $13040.00 | 0.44546 | HOLD - Moderate Sigma with mixed signals
SPHR.US | $4355.00 | 0.34353 | SELL - Low Sigma suggests limited profit potential
PHIA.NL_9 | $25100.00 | 0.48205 | HOLD - Moderate Sigma with mixed signals
ALGT.US_4 | $7283.00 | 0.46142 | HOLD - Moderate Sigma with mixed signals
AXP.US_9 | $30051.00 | 0.40516 | HOLD - Moderate Sigma with mixed signals
IBS.PT_9 | $834.00 | 0.52404 | HOLD - Moderate Sigma with mixed signals
EBS.US_4 | $744.00 | 0.45598 | HOLD - Moderate Sigma with mixed signals
FICO.US_9 | $187628.00 | 0.32046 | SELL - Low Sigma suggests limited profit potential
XB4F.DE | $1432950.00 | 0.42320 | HOLD - Moderate Sigma with mixed signals
U8NJ.DE | $48870.00 | 0.18631 | STRONG SELL - Very low Sigma indicates poor trading conditions
SLB.US_4 | $4155.00 | 0.51553 | HOLD - Moderate Sigma with mixed signals
ABBN.CH_9 | $4851.00 | 0.27387 | SELL - Low Sigma suggests limited profit potential
MLI.US_4 | $7971.00 | 0.37365 | SELL - Low Sigma suggests limited profit potential
MLPD.UK | $558000.00 | 0.38537 | SELL - Low Sigma suggests limited profit potential
XT01.DE | $578281.00 | 0.21922 | SELL - Low Sigma suggests limited profit potential
CUBE.US | $4128.00 | 0.22071 | SELL - Low Sigma suggests limited profit potential
MFC.US_9 | $3114.00 | 0.64980 | BUY - Good Sigma with positive technical indicators
SPYY.DE | $23020.00 | 0.37274 | SELL - Low Sigma suggests limited profit potential
TAP.US_4 | $6113.00 | 0.58971 | HOLD - Moderate Sigma with mixed signals
ROST.US_4 | $14006.00 | 0.37126 | SELL - Low Sigma suggests limited profit potential
ELIS.FR_9 | $19600.00 | 0.44622 | HOLD - Moderate Sigma with mixed signals
KSPI.US | $10453.00 | 0.70533 | BUY - Good Sigma with positive technical indicators
CRI.FR_4 | $1178.00 | 0.63156 | BUY - Good Sigma with positive technical indicators
WAL.US | $8670.00 | 0.32164 | SELL - Low Sigma suggests limited profit potential
PETS.UK_9 | $2366.00 | 0.67271 | BUY - Good Sigma with positive technical indicators
ADM.UK_9 | $28710.00 | 0.50348 | HOLD - Moderate Sigma with mixed signals
VRM.US_9 | $2518.00 | 0.74207 | BUY - Good Sigma with positive technical indicators
BLDP.US_9 | $12200.00 | 0.35695 | SELL - Low Sigma suggests limited profit potential
EZE.ES | $1270.00 | 0.79673 | BUY - Good Sigma with positive technical indicators
SMSN.UK_9 | $93600.00 | 0.56602 | HOLD - Moderate Sigma with mixed signals
IWQU.UK_5 | $695800.00 | 0.50017 | HOLD - Moderate Sigma with mixed signals
XZW0.DE | $41215.00 | 0.18262 | STRONG SELL - Very low Sigma indicates poor trading conditions
APP.US_4 | $32496.00 | 0.33328 | SELL - Low Sigma suggests limited profit potential
J1GR.DE | $2761200.00 | 0.42698 | HOLD - Moderate Sigma with mixed signals
AAN.US_9 | $100800.00 | 0.35301 | SELL - Low Sigma suggests limited profit potential
SOI.US | $3398.00 | 0.75988 | BUY - Good Sigma with positive technical indicators
WYND.US_9 | $5566.00 | 0.43186 | HOLD - Moderate Sigma with mixed signals
HYZN.US | $6331.00 | 0.49145 | HOLD - Moderate Sigma with mixed signals
QDV5.DE | $79930.00 | 0.15443 | STRONG SELL - Very low Sigma indicates poor trading conditions
ZPDX.DE | $33340.00 | 0.42714 | HOLD - Moderate Sigma with mixed signals
GLE.FR_9 | $39170.00 | 0.62972 | BUY - Good Sigma with positive technical indicators
PSLV.US_5 | $1049.00 | 0.42747 | HOLD - Moderate Sigma with mixed signals
SHA0.DE_4 | $47932.00 | 0.54671 | HOLD - Moderate Sigma with mixed signals
NESN.CH_4 | $8692.00 | 0.68807 | BUY - Good Sigma with positive technical indicators
IUHC.UK_5 | $114720.00 | 0.50333 | HOLD - Moderate Sigma with mixed signals
IB28.DE | $52384.00 | 0.55285 | HOLD - Moderate Sigma with mixed signals
SSABA.SE_9 | $64940.00 | 0.55310 | HOLD - Moderate Sigma with mixed signals
NTCT.US_9 | $2235.00 | 0.27008 | SELL - Low Sigma suggests limited profit potential
EOG.US_4 | $12653.00 | 0.52415 | HOLD - Moderate Sigma with mixed signals
IFF.US_4 | $8180.00 | 0.27493 | SELL - Low Sigma suggests limited profit potential
ENGI.FR_4 | $17154.00 | 0.62208 | BUY - Good Sigma with positive technical indicators
UIQK.DE | $10318.00 | 0.37427 | SELL - Low Sigma suggests limited profit potential
KESKOB.FI_4 | $18272.00 | 0.61374 | BUY - Good Sigma with positive technical indicators
TD.US_4 | $5977.00 | 0.65930 | BUY - Good Sigma with positive technical indicators
MSCI.US_9 | $58852.00 | 0.28358 | SELL - Low Sigma suggests limited profit potential
DSV.DK_9 | $143750.00 | 0.34800 | SELL - Low Sigma suggests limited profit potential
CO.FR_9 | $6530.00 | 0.30854 | SELL - Low Sigma suggests limited profit potential
TZA.US_5 | $1418.00 | 0.78517 | BUY - Good Sigma with positive technical indicators
TLGO.ES_4 | $3564.00 | 0.36138 | SELL - Low Sigma suggests limited profit potential
WTDX.DE | $32595.00 | 0.41998 | HOLD - Moderate Sigma with mixed signals
JMT.PT_9 | $20240.00 | 0.59068 | HOLD - Moderate Sigma with mixed signals
SON.PT_4 | $10080.00 | 0.70462 | BUY - Good Sigma with positive technical indicators
ANGI.US | $168.00 | 0.43610 | HOLD - Moderate Sigma with mixed signals
NXST.US_4 | $16863.00 | 0.69499 | BUY - Good Sigma with positive technical indicators
XLK.US_5 | $22510.00 | 0.25074 | SELL - Low Sigma suggests limited profit potential
TTPX.DE | $3955600.00 | 0.22305 | SELL - Low Sigma suggests limited profit potential
9E0E.DE | $456000.00 | 0.42247 | HOLD - Moderate Sigma with mixed signals
EAF.US_9 | $11600.00 | 0.45342 | HOLD - Moderate Sigma with mixed signals
RMD.US_9 | $23314.00 | 0.34139 | SELL - Low Sigma suggests limited profit potential
EVGO.US | $265.00 | 0.29265 | SELL - Low Sigma suggests limited profit potential
IMCD.NL_9 | $14230.00 | 0.26004 | SELL - Low Sigma suggests limited profit potential
HYCN.DE | $40000.00 | 0.25979 | SELL - Low Sigma suggests limited profit potential
BMW.DE_4 | $8387.00 | 0.51907 | HOLD - Moderate Sigma with mixed signals
MUX.US | $687.00 | 0.33401 | SELL - Low Sigma suggests limited profit potential
IS3M.DE | $1015550.00 | 0.45832 | HOLD - Moderate Sigma with mixed signals
COLM.US_4 | $8654.00 | 0.57229 | HOLD - Moderate Sigma with mixed signals
IR.US_9 | $8467.00 | 0.39354 | SELL - Low Sigma suggests limited profit potential
GEVO.US | $14000.00 | 0.35323 | SELL - Low Sigma suggests limited profit potential
LIFCOB.SE | $36660.00 | 0.48721 | HOLD - Moderate Sigma with mixed signals
GME.US_9 | $2506.00 | 0.32252 | SELL - Low Sigma suggests limited profit potential
CAH.US_9 | $12915.00 | 0.60126 | BUY - Good Sigma with positive technical indicators
LXS.DE_4 | $28600.00 | 0.56162 | HOLD - Moderate Sigma with mixed signals
UWMC.US | $629.00 | 0.49417 | HOLD - Moderate Sigma with mixed signals
ULVR.UK_9 | $44930.00 | 0.28159 | SELL - Low Sigma suggests limited profit potential
RACE.IT_9 | $44900.00 | 0.51129 | HOLD - Moderate Sigma with mixed signals
MMT.FR_9 | $1286.00 | 0.45297 | HOLD - Moderate Sigma with mixed signals
ARCC.US_4 | $2333.00 | 0.52661 | HOLD - Moderate Sigma with mixed signals
HAUTO.NO_4 | $7588.00 | 0.22133 | SELL - Low Sigma suggests limited profit potential
GRF.ES_4 | $10539.00 | 0.59524 | HOLD - Moderate Sigma with mixed signals
FXPO.UK_9 | $752.00 | 0.49177 | HOLD - Moderate Sigma with mixed signals
BIV.US_5 | $7648.00 | 0.57380 | HOLD - Moderate Sigma with mixed signals
QGRW.DE | $28770.00 | 0.34020 | SELL - Low Sigma suggests limited profit potential
CABK.ES_9 | $6644.00 | 0.55267 | HOLD - Moderate Sigma with mixed signals
SLMG.DE | $45887.00 | 0.44061 | HOLD - Moderate Sigma with mixed signals
GPE.UK_4 | $2730.00 | 0.27367 | SELL - Low Sigma suggests limited profit potential
SCHA.NO_9 | $31460.00 | 0.42291 | HOLD - Moderate Sigma with mixed signals
CVI.US_9 | $1829.00 | 0.64714 | BUY - Good Sigma with positive technical indicators
IAC.US_4 | $4594.00 | 0.65148 | BUY - Good Sigma with positive technical indicators
NEO.FR_9 | $1724.00 | 0.33760 | SELL - Low Sigma suggests limited profit potential
CAVA.US | $9485.00 | 0.34951 | SELL - Low Sigma suggests limited profit potential
VIST.US_9 | $5073.00 | 0.30234 | SELL - Low Sigma suggests limited profit potential
SNOW.US_4 | $17659.00 | 0.30616 | SELL - Low Sigma suggests limited profit potential
INRA.NL | $16161.00 | 0.22622 | SELL - Low Sigma suggests limited profit potential
XWTS.DE | $24865.00 | 0.21795 | SELL - Low Sigma suggests limited profit potential
CA.FR_9 | $12790.00 | 0.22947 | SELL - Low Sigma suggests limited profit potential
YUM.US_9 | $15641.00 | 0.59652 | HOLD - Moderate Sigma with mixed signals
TFII.US_9 | $9045.00 | 0.27344 | SELL - Low Sigma suggests limited profit potential
ORRON.SE_9 | $6012.00 | 0.30102 | SELL - Low Sigma suggests limited profit potential
RDSA.NL_9 | $32170.00 | 0.40833 | HOLD - Moderate Sigma with mixed signals
XUEN.DE | $44520.00 | 0.30778 | SELL - Low Sigma suggests limited profit potential
CAST.SE | $11975.00 | 0.24180 | SELL - Low Sigma suggests limited profit potential
SXMPEX.DE_5 | $40633.00 | 0.21516 | SELL - Low Sigma suggests limited profit potential
ZEAL.DK_4 | $66300.00 | 0.35984 | SELL - Low Sigma suggests limited profit potential
XPPS.DE | $54390.00 | 0.44035 | HOLD - Moderate Sigma with mixed signals
TUI.DE_9 | $6988.00 | 0.30438 | SELL - Low Sigma suggests limited profit potential
PNW.US_4 | $9234.00 | 0.64163 | BUY - Good Sigma with positive technical indicators
DV.US | $1389.00 | 0.33652 | SELL - Low Sigma suggests limited profit potential
PLUG.US_4 | $158.00 | 0.30807 | SELL - Low Sigma suggests limited profit potential
ADMA.US | $1638.00 | 0.33778 | SELL - Low Sigma suggests limited profit potential
SO.US_9 | $8973.00 | 0.63853 | BUY - Good Sigma with positive technical indicators
SXRG.DE | $50200.00 | 0.31074 | SELL - Low Sigma suggests limited profit potential
CORT.US_9 | $6040.00 | 0.63660 | BUY - Good Sigma with positive technical indicators
MOD.US_4 | $8437.00 | 0.31408 | SELL - Low Sigma suggests limited profit potential
ABT.US_4 | $13799.00 | 0.67830 | BUY - Good Sigma with positive technical indicators
LMT.US_4 | $44937.00 | 0.32663 | SELL - Low Sigma suggests limited profit potential
TJX.US_9 | $12467.00 | 0.54429 | HOLD - Moderate Sigma with mixed signals
SBUX.US_4 | $11562.00 | 0.64055 | BUY - Good Sigma with positive technical indicators
LTUR.DE | $45115.00 | 0.42360 | HOLD - Moderate Sigma with mixed signals
NLOK.US_4 | $2727.00 | 0.33279 | SELL - Low Sigma suggests limited profit potential
SONO.US_9 | $1321.00 | 0.33682 | SELL - Low Sigma suggests limited profit potential
KALU.US_9 | $7024.00 | 0.34529 | SELL - Low Sigma suggests limited profit potential
TOT.US_9 | $6013.00 | 0.45408 | HOLD - Moderate Sigma with mixed signals
SXR2.DE | $20035.00 | 0.22532 | SELL - Low Sigma suggests limited profit potential
DEO.US_9 | $10875.00 | 0.26880 | SELL - Low Sigma suggests limited profit potential
OLPX.US | $14500.00 | 0.38400 | SELL - Low Sigma suggests limited profit potential
FLS.US_4 | $5470.00 | 0.41669 | HOLD - Moderate Sigma with mixed signals
SXRJ.DE | $28835.00 | 0.42851 | HOLD - Moderate Sigma with mixed signals
NDA.DE_9 | $8330.00 | 0.47612 | HOLD - Moderate Sigma with mixed signals
HSY.US_4 | $17242.00 | 0.55752 | HOLD - Moderate Sigma with mixed signals
IDUP.UK_9 | $30855.00 | 0.54683 | HOLD - Moderate Sigma with mixed signals
MTS.ES_9 | $27390.00 | 0.67570 | BUY - Good Sigma with positive technical indicators
UUP.US_5 | $2932.00 | 0.31632 | SELL - Low Sigma suggests limited profit potential
I500.DE | $93044.00 | 0.22836 | SELL - Low Sigma suggests limited profit potential
MTD.US_4 | $126275.00 | 0.40716 | HOLD - Moderate Sigma with mixed signals
SHEL.UK_9 | $26380.00 | 0.39630 | SELL - Low Sigma suggests limited profit potential
V50D.DE | $86130.00 | 0.59641 | HOLD - Moderate Sigma with mixed signals
TEX.US_9 | $4061.00 | 0.44834 | HOLD - Moderate Sigma with mixed signals
TTEK.US_9 | $2915.00 | 0.20362 | SELL - Low Sigma suggests limited profit potential
MOH.US_4 | $30083.00 | 0.54060 | HOLD - Moderate Sigma with mixed signals
SYENS.BE_9 | $70320.00 | 0.43350 | HOLD - Moderate Sigma with mixed signals
KMI.US_4 | $2703.00 | 0.31832 | SELL - Low Sigma suggests limited profit potential
WOOF.US_9 | $268.00 | 0.26570 | SELL - Low Sigma suggests limited profit potential
STWD.US_4 | $2046.00 | 0.47139 | HOLD - Moderate Sigma with mixed signals
GET.FR_4 | $15896.00 | 0.42131 | HOLD - Moderate Sigma with mixed signals
MFEB.IT_9 | $4452.00 | 0.47504 | HOLD - Moderate Sigma with mixed signals
OM3M.DE | $46104.00 | 0.21804 | SELL - Low Sigma suggests limited profit potential
TBT.US_5 | $3240.00 | 0.26365 | SELL - Low Sigma suggests limited profit potential
ALK.US_9 | $7200.00 | 0.54006 | HOLD - Moderate Sigma with mixed signals
SPM.IT_4 | $21960.00 | 0.18385 | STRONG SELL - Very low Sigma indicates poor trading conditions
SESG.FR_9 | $4220.00 | 0.60790 | BUY - Good Sigma with positive technical indicators
INTU.US_9 | $61378.00 | 0.51703 | HOLD - Moderate Sigma with mixed signals
CBOE.US_4 | $21090.00 | 0.45112 | HOLD - Moderate Sigma with mixed signals
XAMB.DE | $10080.00 | 0.22583 | SELL - Low Sigma suggests limited profit potential
SEAB.DE | $120320.00 | 0.45690 | HOLD - Moderate Sigma with mixed signals
SAF.FR_4 | $24870.00 | 0.51855 | HOLD - Moderate Sigma with mixed signals
SAN1.ES_9 | $62050.00 | 0.77597 | BUY - Good Sigma with positive technical indicators
BPE5.DE_9 | $53140.00 | 0.40963 | HOLD - Moderate Sigma with mixed signals
AI.US_9 | $2346.00 | 0.25925 | SELL - Low Sigma suggests limited profit potential
KMB.US_4 | $14140.00 | 0.48558 | HOLD - Moderate Sigma with mixed signals
MIVA.DE | $14962.00 | 0.56091 | HOLD - Moderate Sigma with mixed signals
ETFBW20LV.PL | $49810.00 | 0.68199 | BUY - Good Sigma with positive technical indicators
DAL.US_9 | $6013.00 | 0.24832 | SELL - Low Sigma suggests limited profit potential
GLBE.US_9 | $4244.00 | 0.46724 | HOLD - Moderate Sigma with mixed signals
XMME.DE | $554440.00 | 0.55495 | HOLD - Moderate Sigma with mixed signals
MACV.DE | $50220.00 | 0.54516 | HOLD - Moderate Sigma with mixed signals
ALKS.US_4 | $3422.00 | 0.52340 | HOLD - Moderate Sigma with mixed signals
BATT.NL | $16152.00 | 0.21058 | SELL - Low Sigma suggests limited profit potential
ALTR.US_4 | $11138.00 | 0.63283 | BUY - Good Sigma with positive technical indicators
RUM.US | $927.00 | 0.34498 | SELL - Low Sigma suggests limited profit potential
RAND.NL_4 | $38720.00 | 0.28403 | SELL - Low Sigma suggests limited profit potential
CACI.US_9 | $33372.00 | 0.27231 | SELL - Low Sigma suggests limited profit potential
BHP.US_9 | $4844.00 | 0.25579 | SELL - Low Sigma suggests limited profit potential
LOB.US_9 | $3160.00 | 0.21374 | SELL - Low Sigma suggests limited profit potential
ORI.US_9 | $3847.00 | 0.68968 | BUY - Good Sigma with positive technical indicators
HST.US_9 | $1611.00 | 0.35144 | SELL - Low Sigma suggests limited profit potential
GIB.US_9 | $10362.00 | 0.24539 | SELL - Low Sigma suggests limited profit potential
ERA.FR_9 | $5210.00 | 0.32988 | SELL - Low Sigma suggests limited profit potential
STM.IT_4 | $23629.00 | 0.63366 | BUY - Good Sigma with positive technical indicators
MPWR.US_9 | $60930.00 | 0.33029 | SELL - Low Sigma suggests limited profit potential
CROX.US_4 | $9917.00 | 0.47400 | HOLD - Moderate Sigma with mixed signals
VEEV.US_9 | $22408.00 | 0.31233 | SELL - Low Sigma suggests limited profit potential
SAE.DE_9 | $11710.00 | 0.31941 | SELL - Low Sigma suggests limited profit potential
IPLT.UK | $134400.00 | 0.19423 | STRONG SELL - Very low Sigma indicates poor trading conditions
SFIX.US_9 | $471.00 | 0.59756 | HOLD - Moderate Sigma with mixed signals
BFF.IT | $8065.00 | 0.49807 | HOLD - Moderate Sigma with mixed signals
XZSP.DE | $50550.00 | 0.22612 | SELL - Low Sigma suggests limited profit potential
SN.UK_4 | $11437.00 | 0.54406 | HOLD - Moderate Sigma with mixed signals
ENT.UK_4 | $7488.00 | 0.60415 | BUY - Good Sigma with positive technical indicators
AMED.US_9 | $9168.00 | 0.38444 | SELL - Low Sigma suggests limited profit potential
ESIT.DE | $80210.00 | 0.42240 | HOLD - Moderate Sigma with mixed signals
TRN.US_4 | $3100.00 | 0.24969 | SELL - Low Sigma suggests limited profit potential
GNRC.US | $13602.00 | 0.38911 | SELL - Low Sigma suggests limited profit potential
JBHT.US_4 | $16079.00 | 0.24449 | SELL - Low Sigma suggests limited profit potential
MNG.UK_4 | $21070.00 | 0.49775 | HOLD - Moderate Sigma with mixed signals
KRYS.US_4 | $17884.00 | 0.77282 | BUY - Good Sigma with positive technical indicators
EDIT.US_9 | $19100.00 | 0.63486 | BUY - Good Sigma with positive technical indicators
NRJ.FR | $248050.00 | 0.21851 | SELL - Low Sigma suggests limited profit potential
VTY.UK_9 | $6125.00 | 0.47650 | HOLD - Moderate Sigma with mixed signals
LYP6.DE_5 | $26030.00 | 0.45846 | HOLD - Moderate Sigma with mixed signals
RKT.UK_9 | $5236.00 | 0.44822 | HOLD - Moderate Sigma with mixed signals
OMF.US | $5356.00 | 0.30680 | SELL - Low Sigma suggests limited profit potential
RIPPLE | $27960.00 | 0.48639 | HOLD - Moderate Sigma with mixed signals
FIE.DE_4 | $4093.00 | 0.23662 | SELL - Low Sigma suggests limited profit potential
ADTN.US_4 | $1054.00 | 0.63871 | BUY - Good Sigma with positive technical indicators
CMCX.UK_4 | $2026.00 | 0.23419 | SELL - Low Sigma suggests limited profit potential
YIT.FI_9 | $2296.00 | 0.41034 | HOLD - Moderate Sigma with mixed signals
FRA.DE_4 | $5516.00 | 0.20969 | SELL - Low Sigma suggests limited profit potential
STQ.FR | $35425.00 | 0.56057 | HOLD - Moderate Sigma with mixed signals
CRM.US_9 | $29704.00 | 0.20394 | SELL - Low Sigma suggests limited profit potential
DOC1.US_4 | $2039.00 | 0.31479 | SELL - Low Sigma suggests limited profit potential
HLN.UK_4 | $39490.00 | 0.54359 | HOLD - Moderate Sigma with mixed signals
UBU9.DE_5 | $908910.00 | 0.36522 | SELL - Low Sigma suggests limited profit potential
SLMD.DE | $78210.00 | 0.51571 | HOLD - Moderate Sigma with mixed signals
HMAD.UK | $52450.00 | 0.57681 | HOLD - Moderate Sigma with mixed signals
VJPN.DE_9 | $34865.00 | 0.40890 | HOLD - Moderate Sigma with mixed signals
BYG.UK_9 | $9270.00 | 0.29703 | SELL - Low Sigma suggests limited profit potential
DRX.UK_9 | $6060.00 | 0.20966 | SELL - Low Sigma suggests limited profit potential
SXRQ.DE | $1518250.00 | 0.38231 | SELL - Low Sigma suggests limited profit potential
SUBC.NO_9 | $17230.00 | 0.21424 | SELL - Low Sigma suggests limited profit potential
BKY.ES | $2350.00 | 0.75987 | BUY - Good Sigma with positive technical indicators
US2000 | $21730.00 | 0.31289 | SELL - Low Sigma suggests limited profit potential
LUNE.SE_9 | $6012.00 | 0.33788 | SELL - Low Sigma suggests limited profit potential
XG01.DE | $340570.00 | 0.47867 | HOLD - Moderate Sigma with mixed signals
SWK.US_9 | $8648.00 | 0.62644 | BUY - Good Sigma with positive technical indicators
JMBE.DE | $897160.00 | 0.50462 | HOLD - Moderate Sigma with mixed signals
